Rank,Release,Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor
21,DC League of Super-Pets,"$93,657,117 ","4,332","$23,003,441 ",24.60%,"4,314",29-Jul,-,Warner Bros.
22,Where the Crawdads Sing,"$90,230,760 ","3,650","$17,253,227 ",19.10%,"3,650",15-Jul,20-Oct,Sony Pictures Releasing
23,The Black Phone,"$90,123,230 ","3,156","$23,633,220 ",26.20%,"3,150",24-Jun,23-Sep,Universal Pictures
24,Scream,"$81,641,405 ","3,666","$30,018,805 ",36.80%,"3,664",14-Jan,-,Paramount Pictures
25,Everything Everywhere All at Once,"$77,191,785 ","2,220","$501,305 ",0.60%,10,25-Mar,-,A24
26,Morbius,"$73,865,530 ","4,268","$39,005,895 ",52.80%,"4,268",1-Apr,-,Columbia Pictures
27,Ticket to Paradise,"$68,275,985 ","4,066","$16,509,095 ",24.20%,"3,543",21-Oct,-,Universal Pictures
28,The Woman King,"$67,328,130 ","3,765","$19,051,442 ",28.30%,"3,765",16-Sep,-,TriStar Pictures
29,A Man Called Otto,"$64,267,657 ","3,957","$56,257 ",<0.1%,4,30-Dec,13-Apr,Columbia Pictures
30,Halloween Ends,"$64,079,860 ","3,901","$40,050,355 ",62.50%,"3,901",14-Oct,17-Nov,Universal Pictures
31,Dog,"$61,778,069 ","3,827","$14,883,928 ",24.10%,"3,677",18-Feb,-,United Artists Releasing
32,Jackass Forever,"$57,743,451 ","3,653","$23,154,388 ",40.10%,"3,604",4-Feb,-,Paramount Pictures
33,Violent Night,"$50,057,405 ","3,723","$13,450,240 ",26.90%,"3,682",2-Dec,-,Universal Pictures
34,"Lyle, Lyle, Crocodile","$46,888,441 ","4,350","$11,401,182 ",24.30%,"4,350",7-Oct,-,Sony Pictures Releasing
35,Death on the Nile,"$45,630,104 ","3,420","$12,891,123 ",28.30%,"3,280",11-Feb,-,20th Century Studios
36,Don't Worry Darling,"$45,309,403 ","4,121","$19,353,213 ",42.70%,"4,113",23-Sep,-,Warner Bros.
37,Downton Abbey: A New Era,"$44,141,550 ","3,830","$16,000,495 ",36.20%,"3,820",20-May,-,Focus Features
38,Barbarian,"$40,842,944 ","2,890","$10,543,948 ",25.80%,"2,340",9-Sep,-,20th Century Studios
39,The Menu,"$38,501,125 ","3,228","$9,004,957 ",23.40%,"3,211",18-Nov,-,Searchlight Pictures
40,Dragon Ball Super: Super Hero,"$38,112,140 ","3,018","$21,126,919 ",55.40%,"3,018",19-Aug,-,Crunchyroll
41,Strange World,"$37,968,963 ","4,174","$12,151,384 ",32%,"4,174",23-Nov,-,Walt Disney Studios Motion Pictures
42,Jujutsu Kaisen 0,"$34,542,754 ","2,418","$18,009,921 ",52.10%,"2,286",18-Mar,-,Crunchyroll
43,The Northman,"$34,233,110 ","3,284","$12,290,800 ",35.90%,"3,234",22-Apr,-,Focus Features
44,The Bob's Burgers Movie,"$31,933,830 ","3,425","$12,416,819 ",38.90%,"3,425",27-May,-,20th Century Studios
45,Beast,"$31,846,530 ","3,754","$11,575,855 ",36.30%,"3,743",19-Aug,14-Oct,Universal Pictures
46,The Invitation,"$25,100,080 ","3,117","$6,805,468 ",27.10%,"3,114",26-Aug,20-Oct,Sony Pictures Releasing
47,Avatar,"$24,714,024 ","2,040","$10,529,576 ",42.60%,"1,860",23-Sep,14-Oct,Walt Disney Pictures
,2022 Re-release,,,,,,,,
48,Whitney Houston: I Wanna Dance with Somebody,"$23,708,080 ","3,625","$4,700,450 ",19.80%,"3,625",23-Dec,-,TriStar Pictures
49,Ambulance,"$22,781,115 ","3,412","$8,699,630 ",38.20%,"3,412",8-Apr,-,Universal Pictures
50,Marry Me,"$22,438,180 ","3,643","$7,949,980 ",35.40%,"3,642",11-Feb,-,Universal Pictures
51,Father Stu,"$20,884,796 ","2,705","$5,402,642 ",25.90%,"2,705",13-Apr,-,Sony Pictures Releasing
52,Devotion,"$20,511,938 ","3,458","$5,902,803 ",28.80%,"3,405",23-Nov,-,Columbia Pictures
53,The Unbearable Weight of Massive Talent,"$20,300,157 ","3,036","$7,131,703 ",35.10%,"3,036",22-Apr,10-Jun,Lionsgate
54,Prey for the Devil,"$19,802,293 ","2,980","$7,185,126 ",36.30%,"2,980",28-Oct,-,Lionsgate
55,Moonfall,"$19,060,660 ","3,446","$9,868,997 ",51.80%,"3,446",4-Feb,-,Lionsgate
56,Paws of Fury: The Legend of Hank,"$17,811,382 ","3,481","$6,321,423 ",35.50%,"3,475",15-Jul,19-Aug,Paramount Pictures
57,The Whale,"$17,463,630 ","1,721","$332,152 ",1.90%,6,9-Dec,-,A24
58,The Fabelmans,"$17,348,945 ","1,962","$161,579 ",0.90%,4,11-Nov,16-Mar,Universal Pictures
59,Babylon,"$15,351,455 ","3,351","$3,603,368 ",23.50%,"3,343",23-Dec,27-Jan,Paramount Pictures
60,Amsterdam,"$14,947,969 ","3,005","$6,444,896 ",43.10%,"3,005",7-Oct,-,Walt Disney Studios Motion Pictures
61,The Chosen Season 3: Episode 1 & 2,"$14,612,089 ","2,021","$8,772,746 ",60%,"2,021",18-Nov,-,Fathom Events
62,The 355,"$14,570,455 ","3,145","$4,621,765 ",31.70%,"3,145",7-Jan,-,Universal Pictures
63,RRR,"$14,500,000 ","1,200","$9,500,000 ",-,"1,200",25-Mar,-,Sarigama Cinemas
64,Glass Onion,"$13,280,000 ",696,"$9,400,000 ",-,696,23-Nov,-,Netflix
65,Easter Sunday,"$13,013,690 ","3,176","$5,447,130 ",41.90%,"3,175",5-Aug,23-Sep,Universal Pictures
66,One Piece Film: Red,"$12,775,324 ","2,367","$9,340,245 ",73.10%,"2,367",4-Nov,-,Crunchyroll
67,X,"$11,765,309 ","2,920","$4,275,126 ",36.30%,"2,865",18-Mar,-,A24
68,Bros,"$11,628,165 ","3,356","$4,854,125 ",41.70%,"3,350",30-Sep,-,Universal Pictures
69,Bodies Bodies Bodies,"$11,446,602 ","2,541","$226,653 ",2%,6,5-Aug,-,A24
70,Terrifier 2,"$10,640,105 ","1,550","$805,000 ",7.60%,770,6-Oct,2-Dec,Cinedigm Entertainment Group
71,The Banshees of Inisherin,"$10,582,266 ","1,205","$184,454 ",1.70%,4,21-Oct,16-Mar,Searchlight Pictures
72,Mrs. Harris Goes to Paris,"$10,433,915 ","1,001","$1,953,070 ",18.70%,980,15-Jul,23-Sep,Focus Features
73,Firestarter,"$9,739,250 ","3,413","$3,827,715 ",39.30%,"3,412",13-May,24-Jun,Universal Pictures
74,Blacklight,"$9,591,094 ","2,772","$3,502,475 ",36.50%,"2,772",11-Feb,-,Briarcliff Entertainment
75,See How They Run,"$9,586,237 ","2,502","$3,007,657 ",31.40%,"2,404",16-Sep,-,Walt Disney Studios Motion Pictures
76,Pearl,"$9,423,445 ","2,982","$3,128,427 ",33.20%,"2,935",16-Sep,-,A24
77,Spider-Man: No Way Home,"$9,321,593 ","3,935","$5,403,230 ",58%,"3,935",2-Sep,-,Sony Pictures Releasing
,2022 Re-release,,,,,,,,
78,Redeeming Love,"$9,214,020 ","1,963","$3,530,180 ",38.30%,"1,903",21-Jan,-,Universal Pictures
79,Till,"$9,000,202 ","2,136","$242,269 ",2.70%,16,14-Oct,16-Dec,United Artists Releasing
80,Three Thousand Years of Longing,"$8,286,741 ","2,436","$2,919,717 ",35.20%,"2,436",26-Aug,6-Oct,United Artists Releasing
81,Brahmastra Part One: Shiva,"$7,839,108 ",810,"$4,543,659 ",58%,810,9-Sep,14-Oct,Walt Disney Studios Motion Pictures
82,Bones and All,"$7,834,907 ","2,727","$2,258,562 ",28.80%,"2,727",23-Nov,-,United Artists Releasing
83,Men,"$7,587,853 ","2,212","$3,293,030 ",-,"2,212",20-May,-,A24
84,Memory,"$7,329,043 ","2,555","$3,113,298 ",42.50%,"2,555",29-Apr,-,Open Road Films (II)
85,Fall,"$7,240,521 ","1,548","$2,512,145 ",34.70%,"1,548",12-Aug,-,Lionsgate
86,BTS Permission to Dance on Stage - Seoul: Live Viewing,"$6,840,000 ",803,"$6,840,000 ",-,803,12-Mar,-,Trafalgar Releasing
87,T‡r,"$6,773,650 ","1,090","$158,620 ",2.30%,4,7-Oct,16-Mar,Focus Features
88,Marcel the Shell with Shoes On,"$6,333,702 ",821,"$159,403 ",2.50%,6,24-Jun,-,A24
89,She Said,"$5,825,995 ","2,023","$2,217,010 ",38.10%,"2,022",18-Nov,-,Universal Pictures
90,Jaws,"$5,809,280 ","1,246","$2,638,285 ",45.40%,"1,246",2-Sep,23-Sep,Universal Pictures
,2022 Re-release,,,,,,,,
91,I Heard the Bells,"$5,644,104 ","1,204","$2,016,504 ",35.70%,"1,082",1-Dec,-,Fathom Events
92,Women Talking,"$5,456,531 ",707,"$40,530 ",0.70%,8,23-Dec,16-Mar,United Artists Releasing
93,Orphan: First Kill,"$5,413,227 ",557,"$1,739,557 ",32.10%,498,19-Aug,23-Sep,Paramount Pictures
94,Lifemark,"$5,180,537 ","1,531","$2,189,456 ",42.30%,"1,531",9-Sep,-,Fathom Events
95,The Legend of Maula Jatt,"$5,016,493 ",-,-,-,-,13-Oct,-,-
96,Clerks III,"$4,663,106 ",5,"$674,330 ",14.50%,-,16-Sep,-,Fathom Events
97,Triangle of Sadness,"$4,608,096 ",610,"$214,602 ",4.70%,10,7-Oct,-,Neon
98,The Cursed,"$4,588,389 ","1,695","$1,776,142 ",38.70%,"1,687",18-Feb,-,LD Entertainment
99,Vengeance,"$4,330,720 ","1,003","$1,755,325 ",40.50%,998,29-Jul,1-Sep,Focus Features
100,Ponniyin Selvan: Part I,"$4,282,000 ",500,"$4,018,000 ",-,500,30-Sep,-,Sarigama Cinemas
101,Moonage Daydream,"$4,218,925 ",733,"$1,230,145 ",29.20%,170,16-Sep,-,Neon
102,Belle,"$4,018,313 ","1,338","$1,565,658 ",39%,"1,338",14-Jan,3-Feb,GKIDS
103,Family Camp,"$3,973,263 ","1,057","$1,399,117 ",35.20%,854,13-May,-,Roadside Attractions
104,Cyrano,"$3,873,124 ",797,"$1,385,995 ",35.80%,797,25-Feb,-,United Artists Releasing
105,Laal Singh Chaddha,"$3,401,324 ",517,"$1,486,924 ",43.70%,516,11-Aug,1-Sep,Paramount Pictures
106,The Outfit,"$3,344,040 ","1,328","$1,499,730 ",44.80%,"1,324",18-Mar,-,Focus Features
107,Living,"$3,038,113 ",644,"$22,784 ",0.70%,3,23-Dec,-,Sony Pictures Classics
108,The Worst Person in the World,"$3,034,775 ",554,"$138,424 ",4.60%,4,4-Feb,-,Neon
109,K.G.F: Chapter 2,"$2,874,000 ",-,"$2,874,000 ",-,-,15-Apr,-,Viva Pictures
110,Breaking,"$2,806,359 ",909,"$985,921 ",35.10%,902,26-Aug,7-Oct,Bleecker Street Media
111,Honk for Jesus. Save Your Soul.,"$2,561,270 ","1,882","$1,422,615 ",55.50%,"1,880",2-Sep,-,Focus Features
112,Mack & Rita,"$2,540,965 ","1,930","$1,038,291 ",40.90%,"1,930",12-Aug,-,Gravitas Premiere
113,Studio 666,"$2,513,963 ","2,306","$1,540,543 ",61.30%,"2,306",25-Feb,-,Open Road Films (II)
114,Crimes of the Future,"$2,452,882 ",773,"$1,117,962 ",45.60%,773,3-Jun,-,Neon
115,Gigi & Nate,"$2,280,814 ","1,220","$990,279 ",43.40%,"1,184",2-Sep,27-Oct,Roadside Attractions
116,E.T. the Extra-Terrestrial,"$2,234,590 ",793,"$1,072,350 ",48%,389,12-Aug,1-Sep,Universal Pictures
,2022 Re-release,,,,,,,,
117,The Good House,"$2,219,760 ","1,061","$801,568 ",36.10%,"1,061",30-Sep,-,Roadside Attractions
118,Decision to Leave,"$2,179,864 ",169,"$96,200 ",4.40%,3,14-Oct,-,MUBI
119,Emily the Criminal,"$2,156,296 ",483,"$669,161 ",31%,470,12-Aug,-,Roadside Attractions
120,Umma,"$2,121,025 ",805,"$915,290 ",43.20%,805,18-Mar,21-Apr,Stage 6 Films
121,The Wolf and the Lion,"$2,072,173 ","1,005","$641,845 ",31%,"1,005",4-Feb,-,Blue Fox Entertainment
122,Jeepers Creepers: Reborn,"$2,033,057 ",996,"$380,299 ",18.70%,461,19-Sep,-,Fathom Events
123,Watcher,"$1,961,207 ",764,"$826,775 ",42.20%,764,3-Jun,-,IFC Films
124,Mr. Malcolm's List,"$1,885,718 ","1,384","$810,742 ",43%,"1,384",1-Jul,-,Bleecker Street Media
125,Armageddon Time,"$1,872,625 ","1,006","$70,275 ",3.80%,6,28-Oct,-,Focus Features
126,Radhe Shyam,"$1,860,000 ",800,"$1,860,000 ",-,800,11-Mar,-,-
127,2022 Oscar Nominated Short Films: Live Action/2022 Oscar Nominated Short Films: Animation/2022 Oscar Nominated Short Films: Documentary,"$1,801,646 ",355,"$434,107 ",24.10%,355,25-Feb,-,ShortsTV
,2022 Oscar Nominated Short Films,,,,,,,,
128,Vikram,"$1,770,000 ",465,"$1,770,000 ",-,465,3-Jun,-,Prime Media Pictures
129,The King's Daughter,"$1,758,963 ","2,170","$723,802 ",41.10%,"2,170",21-Jan,-,Gravitas Ventures
130,Aftersun,"$1,658,790 ",97,"$60,752 ",3.70%,4,21-Oct,-,A24
131,Infinite Storm,"$1,600,543 ","1,525","$758,919 ",47.40%,"1,525",25-Mar,-,Bleecker Street Media
132,Vikram Vedha,"$1,589,362 ",558,"$986,592 ",62.10%,558,30-Sep,-,Reliance Entertainment
133,The Duke,"$1,526,970 ",353,"$25,776 ",1.70%,4,22-Apr,-,Sony Pictures Classics
134,Running the Bases,"$1,511,980 ","1,080","$538,749 ",35.60%,"1,080",16-Sep,24-Nov,UP2U Films
135,ÀY c—mo es Žl?,"$1,500,636 ",325,"$624,377 ",41.60%,325,22-Apr,17-Jun,Lionsgate
136,The Kashmir Files,"$1,485,000 ",230,"$1,485,000 ",-,230,18-Mar,-,Zee Studios
137,2000 Mules,"$1,465,513 ",415,"$751,755 ",51.30%,415,20-May,-,D'Souza Media
138,It's a Wonderful Life,"$1,439,643 ",960,"$734,571 ",51%,960,18-Dec,-,Fathom Events
,75th Anniversary,,,,,,,,
139,The Godfather,"$1,414,662 ",596,"$965,375 ",68.20%,156,25-Feb,-,Paramount Pictures
,2022 Re-release,,,,,,,,
140,Spoiler Alert,"$1,384,003 ",783,"$82,983 ",6%,6,2-Dec,-,Focus Features
141,Medieval,"$1,374,325 ","1,311","$821,991 ",59.80%,"1,311",9-Sep,-,The Avenue Entertainment
142,Rogue One: A Star Wars Story,"$1,362,667 ",255,"$1,060,459 ",77.80%,255,26-Aug,-,Walt Disney Studios Motion Pictures
,2022 Re-release,,,,,,,,
143,Howl's Moving Castle,"$1,212,525 ",868,"$762,961 ",62.90%,868,23-Sep,-,Fathom Events
,2022 Re-release,,,,,,,,
144,F3: Fun and Frustration,"$1,195,000 ",400,"$1,028,000 ",-,400,27-May,-,-
145,Empire of Light,"$1,177,577 ",436,"$163,405 ",13.90%,110,9-Dec,26-Jan,Searchlight Pictures
146,Fire of Love,"$1,120,412 ",191,"$22,416 ",2%,3,6-Jul,-,Neon
147,After Ever Happy,"$1,072,750 ","1,144","$114,993 ",10.70%,239,7-Sep,-,Fathom Events
148,EO,"$1,068,782 ",80,"$24,000 ",-,2,18-Nov,-,Sideshow Releasing
149,"Hallelujah: Leonard Cohen, a Journey, a Song","$1,062,603 ",168,"$24,488 ",2.30%,3,1-Jul,-,Sony Pictures Releasing
150,Broker,"$1,046,899 ",271,"$3,265 ",0.30%,3,23-Dec,-,Neon
151,The Contractor,"$1,035,265 ",489,"$560,678 ",54.20%,489,1-Apr,-,STX Entertainment
152,Jug Jugg Jeeyo,"$1,033,000 ",318,"$725,000 ",-,318,24-Jun,-,-
153,Coldplay Music of The Spheres Live Broadcast from Buenos Aires,"$1,015,000 ",833,"$1,015,000 ",-,833,28-Oct,-,Trafalgar Releasing
154,The Beatles: Get Back - The Rooftop Concert,"$976,712 ",179,"$391,252 ",40.10%,67,30-Jan,-,IMAX
155,Man of God,"$920,561 ",830,"$15,892 ",1.70%,5,21-Mar,-,Fathom Events
156,Hansan: Rising Dragon,"$865,888 ",32,"$287,554 ",33.20%,32,29-Jul,-,Well Go USA Entertainment
157,Johnny Cash: The Redemption of an American Icon,"$840,580 ","1,087",-,-,-,5-Dec,-,Fathom Events
158,The Tiger Rising,"$835,162 ",872,"$364,216 ",43.60%,872,21-Jan,-,Variance Films
159,Coraline,"$834,556 ",807,-,-,-,15-Aug,-,Fathom Events
,2022 Re-release,,,,,,,,
160,Acharya,"$832,000 ",396,"$832,000 ",-,396,29-Apr,-,Prime Media Pictures
161,Petite Maman,"$829,065 ",224,"$45,764 ",5.50%,4,22-Apr,-,Neon
162,The Roundup,"$812,859 ",22,"$102,204 ",12.60%,15,19-May,-,Capelight Pictures
163,Evangelion: 3.0+1.01 Thrice Upon a Time,"$810,744 ",745,"$320,631 ",39.50%,745,6-Dec,-,Fathom Events
164,Star Trek II: The Wrath of Khan,"$794,943 ",967,"$454,868 ",57.20%,967,4-Sep,-,Fathom Events
,2022 Re-release,,,,,,,,
165,"The Metropolitan Opera HD Live: Kevin Puts: The Hours, Libretto by Greg Pierce","$791,374 ",826,"$791,374 ",-,826,10-Dec,-,Fathom Events
166,The Phantom of the Open,"$748,695 ",501,"$25,577 ",3.40%,6,3-Jun,-,Sony Pictures Classics
167,Corsage,"$705,767 ",317,"$32,285 ",4.60%,2,23-Dec,-,IFC Films
168,Saint Michael Meet the Angel,"$643,828 ",811,-,-,-,29-Sep,-,Fathom Events
169,Back to the Drive-in,"$626,557 ",17,-,-,-,6-Jun,-,-
170,Ante Sundharaniki,"$620,000 ",350,"$620,000 ",-,350,10-Jun,-,-
171,Unsilenced,"$613,621 ",186,"$47,339 ",7.70%,34,21-Jan,-,Zhen Pictures
172,The Mean One,"$612,260 ",162,"$218,550 ",35.70%,162,8-Dec,-,Atlas Distribution Company
173,HIT: The 2nd Case,"$600,000 ",280,"$600,000 ",-,280,2-Dec,-,-
174,Official Competition,"$593,790 ",173,"$27,150 ",4.60%,4,17-Jun,-,IFC Films
175,Gangubai Kathiawadi,"$592,000 ",-,"$592,000 ",-,-,4-Mar,-,Paramount Pictures International
176,Cuando sea joven,"$588,028 ",315,"$268,465 ",45.70%,315,23-Sep,-,Pantelion Films
177,"Confess, Fletch","$538,842 ",516,"$266,744 ",49.50%,516,16-Sep,29-Sep,Paramount Pictures
178,Call Jane,"$512,770 ","1,068","$244,469 ",47.70%,"1,068",28-Oct,-,Roadside Attractions
179,The Quintessential Quintuplets Movie,"$502,000 ",910,"$502,000 ",-,910,2-Dec,-,Crunchyroll
180,All the Beauty and the Bloodshed,"$500,082 ",48,"$28,803 ",5.80%,3,23-Nov,-,Neon
181,God's Country,"$493,679 ",785,"$279,928 ",56.70%,785,16-Sep,-,IFC Films
182,Deep in the Heart: A Texas Wildlife Story,"$480,240 ",69,"$131,360 ",27.40%,69,3-Jun,-,-
183,The Railway Children Return,"$466,391 ",923,"$245,904 ",52.70%,923,23-Sep,-,Blue Fox Entertainment
184,Vivo,"$454,807 ",705,-,-,-,25-Apr,-,Fathom Events
185,Eiffel,"$444,814 ",308,"$42,394 ",9.50%,41,29-Apr,18-Aug,Blue Fox Entertainment
186,Selena,"$444,681 ",427,"$141,916 ",31.90%,427,7-Apr,28-Apr,-
,2022 Re-release,,,,,,,,
187,Brian and Charles,"$430,635 ",279,"$216,220 ",50.20%,279,17-Jun,-,Focus Features
188,Emergency Declaration,"$412,196 ",42,"$123,140 ",29.90%,42,12-Aug,-,Well Go USA Entertainment
189,Facing Nolan,"$405,797 ",70,"$38,228 ",9.40%,70,24-Jun,-,Utopia
190,RRR,"$399,485 ",135,"$5,100 ",-,3,1-Jun,-,Variance Films
,2022 Re-release,,,,,,,,
191,Superspreader,"$399,370 ",235,"$289,500 ",72.50%,235,30-Sep,27-Oct,-
192,Tyson's Run,"$391,426 ",428,"$212,800 ",54.40%,428,11-Mar,-,Collide Distribution
193,The Inspection,"$390,429 ",144,"$65,942 ",16.90%,5,18-Nov,-,A24
194,Alice,"$373,043 ",169,"$173,614 ",46.50%,169,18-Mar,-,Roadside Attractions
195,The Good Boss,"$363,130 ",174,"$22,363 ",6.20%,15,26-Aug,-,Cohen Media Group
196,Hawa,"$358,052 ",85,"$159,752 ",44.60%,85,2-Sep,-,Swapna Scarecrow
197,Inu-oh,"$351,558 ",350,"$191,004 ",54.30%,350,12-Aug,16-Sep,GKIDS
198,The Forgiven,"$340,222 ",139,"$135,476 ",39.80%,125,1-Jul,-,Roadside Attractions
199,Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb,"$335,417 ",34,"$11,681 ",3.50%,2,30-Dec,-,Sony Pictures Releasing
200,Fourth of July,"$325,070 ",39,"$9,722 ",3%,2,1-Jul,-,Circus King Productions
